id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd,year,month
R017615,1/24/2022,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.54129,13.28749,4_room,4,125.7,1,5,modern_1990_2010,A,hinterhaus,modernisiert,TRUE,FALSE,FALSE,Jungfernheide S,S Ringbahn,7,6.71,1815,364,2179,14.44,TRUE,3,2353,2022,1
R017616,12/8/2025,Frohnau,Reinickendorf,medium,52.63616,13.30342,3_room,3,83.9,1,5,post_war_1949_1990,G,hinterhaus,modernisiert,TRUE,FALSE,FALSE,Gesundbrunnen S,S Ringbahn,139,14.24,764,286,1049,9.1,FALSE,3,1133,2025,12
R017617,3/2/2025,Friedenau,Tempelhof-Schöneberg,high,52.47781,13.32126,4_room,4,102.4,4,6,altbau_pre_1949,F,hinterhaus,renoviert,TRUE,TRUE,FALSE,Friedenau S,S1,3,5.74,2370,290,2660,23.15,FALSE,1,2873,2025,3
R017618,10/13/2023,Hellersdorf,Marzahn-Hellersdorf,low,52.53682,13.61204,2_room,2,51.8,6,6,post_war_1949_1990,B,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Zoologischer Garten,U2,228,16.02,415,277,691,8,TRUE,3,747,2023,10
R017619,5/9/2025,Buch,Pankow,low,52.63491,13.49491,4_room,4,102.3,2,3,modern_1990_2010,A,hinterhaus,modernisiert,TRUE,TRUE,FALSE,Schönleinstraße,U8,205,15.38,1140,280,1420,11.14,FALSE,2,1533,2025,5
R017620,9/7/2025,Pankow (Ort),Pankow,medium,52.5656,13.40219,1_room,1,34,4,4,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,FALSE,TRUE,TRUE,Pankow U2,U2,3,5.73,620,116,736,18.24,TRUE,1,795,2025,9
R017621,12/8/2022,Staaken,Spandau,low,52.53408,13.1415,2_room,2,72,2,4,post_war_1949_1990,C,hinterhaus,modernisiert,FALSE,FALSE,FALSE,Olympia-Stadion,U2,83,16.1,427,263,690,5.94,TRUE,1,746,2022,12
R017622,3/20/2026,Alt-Treptow,Treptow-Köpenick,medium,52.4953,13.44205,2_room,2,50,2,6,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Hermannstraße,U8,38,4.94,760,185,944,15.19,FALSE,3,1020,2026,3
R017623,11/2/2022,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51631,13.30986,4_room,4,85.3,1,5,altbau_pre_1949,F,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Sonnenallee,S Ringbahn,137,4.59,1466,460,1926,17.18,TRUE,3,2080,2022,11
R017624,10/20/2020,Karlshorst,Lichtenberg,medium,52.50175,13.51533,4_room,4,119.7,3,3,post_war_1949_1990,D,seitenflügel,kernsaniert,FALSE,TRUE,FALSE,Boddinstraße,U8,82,9.45,774,369,1143,6.47,FALSE,2,1235,2020,10
R017625,2/24/2025,Halensee,Charlottenburg-Wilmersdorf,high,52.50008,13.29268,2_room,2,56.7,0,4,post_war_1949_1990,E,hinterhaus,kernsaniert,FALSE,TRUE,FALSE,Halensee S,S Ringbahn,3,6.03,1182,175,1357,20.85,TRUE,3,1466,2025,2
R017626,10/17/2023,Tegel,Reinickendorf,medium,52.58858,13.29601,2_room,2,68.9,1,4,altbau_pre_1949,G,vorderhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Mierendorffplatz,U7,72,9.75,741,267,1008,10.75,FALSE,3,1089,2023,10
R017627,3/21/2026,Kaulsdorf,Marzahn-Hellersdorf,low,52.50261,13.59113,2_room,2,61.8,0,8,post_war_1949_1990,D,gartenhaus,modernisiert,FALSE,TRUE,TRUE,Johannisthaler Chaussee,U7,153,14.52,568,212,780,9.18,TRUE,3,842,2026,3
R017628,5/13/2025,Britz,Neukölln,low,52.44944,13.44139,3_room,3,127,5,6,altbau_pre_1949,E,hinterhaus,modernisiert,TRUE,FALSE,FALSE,Jannowitzbrücke,Stadtbahn,92,8.59,1441,343,1784,11.35,FALSE,3,1927,2025,5
R017629,6/3/2025,Müggelheim,Treptow-Köpenick,low,52.42285,13.67161,2_room,2,62.7,3,4,post_war_1949_1990,B,seitenflügel,saniert,TRUE,FALSE,FALSE,Zoologischer Garten S,Stadtbahn,311,22.46,718,217,934,11.45,FALSE,2,1009,2025,6
R017630,8/31/2022,Friedenau,Tempelhof-Schöneberg,high,52.47485,13.33441,3_room,3,78,0,3,altbau_pre_1949,G,vorderhaus,renoviert,FALSE,TRUE,FALSE,Friedenau S,S1,3,5.46,1180,296,1476,15.13,FALSE,1,1594,2022,8
R017631,9/8/2025,Malchow,Lichtenberg,low,52.57462,13.47229,1_room,1,27.6,2,5,modern_1990_2010,A,seitenflügel,saniert,TRUE,FALSE,FALSE,Tiergarten S,Stadtbahn,136,9.11,298,105,403,10.78,FALSE,1,435,2025,9
R017632,4/4/2023,Zehlendorf,Steglitz-Zehlendorf,high,52.43309,13.27002,4_room,4,145.2,3,8,post_war_1949_1990,F,vorderhaus,renoviert,TRUE,FALSE,FALSE,Zehlendorf S,S1,4,11.78,2288,588,2876,15.76,TRUE,2,3106,2023,4
R017633,1/9/2022,Friedrichshagen,Treptow-Köpenick,medium,52.45326,13.61256,2_room,2,69.6,3,6,modern_1990_2010,B,hinterhaus,saniert,TRUE,TRUE,FALSE,Hausvogteiplatz,U2,206,17.38,870,249,1119,12.5,TRUE,3,1209,2022,1
R017634,5/15/2022,Malchow,Lichtenberg,low,52.57821,13.47438,2_room,2,70.5,0,4,post_war_1949_1990,F,vorderhaus,saniert,TRUE,TRUE,FALSE,Olympia-Stadion,U2,214,9.49,473,197,670,6.71,TRUE,3,724,2022,5
R017635,2/5/2023,Konradshöhe,Reinickendorf,medium,52.60696,13.23099,2_room,2,75.8,3,3,post_war_1949_1990,G,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Altstadt Spandau,U7,88,14.14,491,390,881,6.48,TRUE,3,951,2023,2
R017636,11/15/2024,Grunewald,Charlottenburg-Wilmersdorf,high,52.49236,13.26451,2_room,2,56.8,5,5,altbau_pre_1949,D,gartenhaus,saniert,TRUE,TRUE,FALSE,Botanischer Garten,S1,75,8.11,1463,218,1681,25.73,FALSE,2,1816,2024,11
R017637,2/22/2022,Prenzlauer Berg,Pankow,high,52.54504,13.43316,1_room,1,41.5,2,6,altbau_pre_1949,H,gartenhaus,modernisiert,FALSE,FALSE,TRUE,Hermannplatz U8,U8,69,4.93,426,154,579,10.25,FALSE,1,626,2022,2
R017638,3/30/2025,Tiergarten,Mitte,high,52.51877,13.36043,1_room,1,38,1,6,altbau_pre_1949,F,vorderhaus,renoviert,FALSE,FALSE,TRUE,Anhalter Bahnhof,S1,32,1.2,891,133,1025,23.44,TRUE,3,1107,2025,3
R017639,6/14/2021,Reinickendorf (Ort),Reinickendorf,low,52.58448,13.32418,4_room,4,98.7,8,8,modern_1990_2010,H,hinterhaus,modernisiert,TRUE,TRUE,FALSE,Osloer Straße,U8,48,8.4,685,345,1029,6.94,FALSE,3,1112,2021,6
R017640,2/5/2021,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.4751,13.28585,2_room,2,49.2,0,4,new_post_2010,B,seitenflügel,renovierungsbedürftig,TRUE,TRUE,FALSE,Wilmersdorfer Straße,U7,46,7.72,811,130,941,16.47,TRUE,3,1016,2021,2
R017641,8/1/2023,Kreuzberg,Friedrichshain-Kreuzberg,high,52.5038,13.40523,2_room,2,41.7,1,6,post_war_1949_1990,E,hinterhaus,modernisiert,FALSE,TRUE,FALSE,Prinzenstraße,U1,9,2.32,786,206,993,18.85,FALSE,3,1072,2023,8
R017642,12/18/2023,Rummelsburg,Lichtenberg,medium,52.51116,13.48216,3_room,3,73.5,1,6,modern_1990_2010,C,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Hermannstraße S,S Ringbahn,68,7.09,1279,291,1570,17.4,FALSE,2,1696,2023,12
R017643,3/21/2025,Neukölln (Ort),Neukölln,medium,52.47896,13.44176,3_room,3,84.1,1,6,new_post_2010,A_plus,gartenhaus,kernsaniert,TRUE,TRUE,FALSE,Rathaus Neukölln,U7,2,6,1862,268,2130,22.14,FALSE,2,2301,2025,3
R017644,6/8/2025,Waidmannslust,Reinickendorf,low,52.59535,13.343,2_room,2,84.9,3,4,post_war_1949_1990,G,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Wittenau U,U8,17,9.1,624,240,864,7.35,TRUE,2,933,2025,6
R017645,1/16/2026,Siemensstadt,Spandau,low,52.53778,13.24472,1_room,1,22.1,2,3,post_war_1949_1990,C,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Bismarckstraße,U7,59,9.31,226,72,298,10.23,TRUE,3,322,2026,1
R017646,2/4/2026,Heiligensee,Reinickendorf,medium,52.61923,13.24313,3_room,3,86.5,3,6,modern_1990_2010,A_plus,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Nollendorfplatz,U1,183,14.62,1236,230,1467,14.29,FALSE,3,1584,2026,2
R017647,11/25/2024,Wittenau,Reinickendorf,low,52.59384,13.31551,5_room_plus,5,226.4,6,8,post_war_1949_1990,G,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Lindauer Allee,U8,22,9.59,2413,728,3141,10.66,TRUE,3,3392,2024,11
R017648,6/22/2024,Tempelhof,Tempelhof-Schöneberg,medium,52.465,13.41296,2_room,2,73,5,5,post_war_1949_1990,E,hinterhaus,saniert,FALSE,TRUE,FALSE,Friedrichstraße,Stadtbahn,74,6.18,781,266,1047,10.69,TRUE,3,1131,2024,6
R017649,11/15/2022,Neukölln (Ort),Neukölln,medium,52.47247,13.46276,1_room,1,28,1,4,new_post_2010,E,vorderhaus,renoviert,FALSE,FALSE,FALSE,Treptower Park,S Ringbahn,25,7.54,345,115,459,12.31,TRUE,3,496,2022,11
R017650,4/2/2022,Waidmannslust,Reinickendorf,low,52.59634,13.34433,4_room,4,150.8,1,5,altbau_pre_1949,G,vorderhaus,saniert,TRUE,TRUE,FALSE,Wittenau U,U8,15,9.18,1741,566,2307,11.54,FALSE,3,2491,2022,4
R017651,11/18/2022,Lübars,Reinickendorf,medium,52.6007,13.36316,2_room,2,47.5,7,8,altbau_pre_1949,C,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Adenauerplatz,U7,154,9.44,727,200,927,15.33,FALSE,3,1001,2022,11
R017652,4/14/2022,Hellersdorf,Marzahn-Hellersdorf,low,52.53767,13.6083,2_room,2,75.6,0,4,post_war_1949_1990,G,seitenflügel,modernisiert,TRUE,FALSE,FALSE,Greifswalder Straße,S Ringbahn,125,15.78,336,248,584,4.44,FALSE,3,630,2022,4
R017653,4/14/2020,Reinickendorf (Ort),Reinickendorf,low,52.57081,13.33819,2_room,2,79.9,6,8,post_war_1949_1990,F,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Osloer Straße,U8,45,6.62,587,216,803,7.34,TRUE,3,867,2020,4
R017654,2/16/2023,Gropiusstadt,Neukölln,low,52.43273,13.46195,1_room,1,44.2,2,5,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Möckernbrücke,U1,118,10.91,485,236,721,10.97,FALSE,1,778,2023,2
R017655,9/6/2024,Adlershof,Treptow-Köpenick,medium,52.42312,13.55779,2_room,2,61.9,4,4,modern_1990_2010,A,vorderhaus,saniert,TRUE,TRUE,FALSE,Hackescher Markt,Stadtbahn,168,16,825,225,1050,13.32,TRUE,2,1134,2024,9
R017656,8/15/2020,Steglitz,Steglitz-Zehlendorf,medium,52.45283,13.33867,3_room,3,102.2,4,6,altbau_pre_1949,D,hinterhaus,saniert,TRUE,FALSE,FALSE,Möckernbrücke,U1,72,7.54,1134,406,1540,11.1,FALSE,3,1663,2020,8
R017657,11/30/2025,Mariendorf,Tempelhof-Schöneberg,medium,52.44227,13.38298,2_room,2,47.2,5,6,altbau_pre_1949,D,gartenhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Wutzkyallee,U7,78,8.24,693,181,874,14.69,FALSE,1,944,2025,11
R017658,7/14/2021,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.49015,13.32079,4_room,4,125.3,3,4,post_war_1949_1990,E,hinterhaus,kernsaniert,TRUE,TRUE,TRUE,Hohenzollerndamm S,S Ringbahn,2,4.83,2192,475,2667,17.49,FALSE,3,2881,2021,7
R017659,6/24/2020,Marienfelde,Tempelhof-Schöneberg,low,52.41237,13.3661,4_room,4,167,0,5,altbau_pre_1949,H,vorderhaus,saniert,FALSE,TRUE,FALSE,Südkreuz,S Ringbahn,85,11.58,1133,503,1636,6.78,FALSE,2,1767,2020,6
R017660,3/23/2026,Blankenburg,Pankow,low,52.59967,13.44672,3_room,3,100.3,3,8,altbau_pre_1949,E,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Alexanderplatz,U2,109,10.38,1225,353,1578,12.22,FALSE,3,1704,2026,3
R017661,4/29/2025,Falkenberg,Lichtenberg,low,52.58175,13.53059,2_room,2,63.1,3,4,post_war_1949_1990,D,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Südstern,U7,175,12.64,507,177,684,8.04,FALSE,3,739,2025,4
R017662,6/6/2022,Steglitz,Steglitz-Zehlendorf,medium,52.45235,13.33704,3_room,3,74,6,6,modern_1990_2010,C,seitenflügel,kernsaniert,TRUE,FALSE,FALSE,Heidelberger Platz,S Ringbahn,35,7.63,1265,192,1457,17.09,TRUE,2,1573,2022,6
R017663,12/11/2020,Staaken,Spandau,low,52.54679,13.13371,4_room,4,130.7,3,4,altbau_pre_1949,H,vorderhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Kurfürstendamm,U1,163,16.85,636,443,1079,4.87,FALSE,3,1166,2020,12
R017664,12/20/2024,Schmöckwitz,Treptow-Köpenick,medium,52.37573,13.64425,2_room,2,65.8,4,4,modern_1990_2010,C,hinterhaus,kernsaniert,TRUE,TRUE,FALSE,Senefelderplatz,U2,288,23.89,593,170,763,9.01,TRUE,1,824,2024,12
R017665,6/22/2022,Moabit,Mitte,medium,52.51438,13.31712,4_room,4,107.2,3,4,new_post_2010,C,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Westhafen,S Ringbahn,16,4.1,1657,304,1961,15.45,TRUE,3,2118,2022,6
R017666,7/8/2024,Haselhorst,Spandau,low,52.54437,13.22178,2_room,2,62.8,0,6,modern_1990_2010,C,gartenhaus,modernisiert,TRUE,TRUE,FALSE,Theodor-Heuss-Platz,U2,62,11,735,211,946,11.7,TRUE,1,1021,2024,7
R017667,3/15/2022,Moabit,Mitte,medium,52.52779,13.3431,3_room,3,74.7,0,4,altbau_pre_1949,F,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Beusselstraße,S Ringbahn,12,2.67,965,199,1164,12.93,TRUE,3,1258,2022,3
R017668,7/17/2021,Hellersdorf,Marzahn-Hellersdorf,low,52.5413,13.59409,1_room,1,25.7,3,3,new_post_2010,A_plus,hinterhaus,saniert,TRUE,FALSE,FALSE,Märkisches Museum,U2,166,14.9,221,68,289,8.61,FALSE,2,312,2021,7
R017669,6/1/2021,Mahlsdorf,Marzahn-Hellersdorf,low,52.49328,13.617,2_room,2,63.2,0,5,post_war_1949_1990,F,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Landsberger Allee,S Ringbahn,129,16.4,320,168,489,5.07,TRUE,2,528,2021,6
R017670,3/31/2026,Staaken,Spandau,low,52.54129,13.14828,1_room,1,38,4,4,post_war_1949_1990,B,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Potsdamer Platz,U2,193,15.77,381,106,486,10.02,TRUE,3,525,2026,3
R017671,9/19/2022,Rummelsburg,Lichtenberg,medium,52.4973,13.50686,3_room,3,84.1,0,3,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Hermannplatz,U7,56,8.99,736,296,1032,8.76,FALSE,1,1114,2022,9
R017672,5/3/2024,Frohnau,Reinickendorf,medium,52.63113,13.29361,5_room_plus,5,79.4,2,6,modern_1990_2010,D,vorderhaus,saniert,TRUE,TRUE,FALSE,Rosa-Luxemburg-Platz,U2,172,13.98,1012,274,1286,12.75,FALSE,3,1389,2024,5
R017673,12/22/2020,Dahlem,Steglitz-Zehlendorf,high,52.44912,13.28932,3_room,3,94.9,1,5,post_war_1949_1990,B,seitenflügel,kernsaniert,TRUE,TRUE,TRUE,Bundesplatz,S Ringbahn,50,9.57,1499,301,1800,15.79,FALSE,2,1944,2020,12
R017674,4/12/2023,Wedding,Mitte,medium,52.54387,13.36143,3_room,3,113.6,3,8,new_post_2010,B,hinterhaus,saniert,TRUE,FALSE,FALSE,Franz-Neumann-Platz,U8,20,3.26,2356,488,2844,20.75,TRUE,3,3071,2023,4
R017675,10/1/2022,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52731,13.28923,5_room_plus,5,150.1,0,6,new_post_2010,B,vorderhaus,saniert,TRUE,FALSE,FALSE,Jungfernheide S,S Ringbahn,5,6.11,2456,556,3012,16.36,FALSE,1,3253,2022,10
R017676,4/22/2024,Adlershof,Treptow-Köpenick,medium,52.4302,13.54895,3_room,3,84,2,5,post_war_1949_1990,D,vorderhaus,saniert,FALSE,TRUE,FALSE,Ostkreuz,S Ringbahn,113,15.04,868,242,1110,10.33,FALSE,3,1199,2024,4
R017677,4/1/2026,Spandau (Ort),Spandau,low,52.54237,13.19463,2_room,2,47.5,1,3,post_war_1949_1990,E,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Altstadt Spandau,U7,8,12.72,483,134,618,10.17,FALSE,3,667,2026,4
R017678,2/11/2020,Gropiusstadt,Neukölln,low,52.41997,13.45128,2_room,2,54.3,1,6,post_war_1949_1990,B,gartenhaus,renoviert,FALSE,TRUE,FALSE,Mehringdamm,U7,108,11.81,376,196,572,6.93,TRUE,2,618,2020,2
R017679,6/7/2023,Britz,Neukölln,low,52.45052,13.45544,4_room,4,75.4,4,5,modern_1990_2010,D,vorderhaus,saniert,TRUE,TRUE,FALSE,Frankfurter Allee,S Ringbahn,94,9.01,995,332,1327,13.21,FALSE,3,1433,2023,6
R017680,7/8/2023,Spandau (Ort),Spandau,low,52.54604,13.19325,3_room,3,69.2,2,6,altbau_pre_1949,D,hinterhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Altstadt Spandau,U7,7,12.91,658,342,1000,9.51,FALSE,1,1080,2023,7
R017681,5/21/2024,Kladow,Spandau,medium,52.45073,13.13053,1_room,1,33.5,4,8,post_war_1949_1990,D,hinterhaus,saniert,FALSE,TRUE,FALSE,Hallesches Tor,U1,210,18.26,409,122,531,12.22,FALSE,3,574,2024,5
R017682,4/9/2023,Buch,Pankow,low,52.63554,13.50217,1_room,1,39.1,0,5,modern_1990_2010,E,hinterhaus,modernisiert,TRUE,FALSE,TRUE,Rosenthaler Platz,U8,167,15.7,374,158,531,9.56,FALSE,3,574,2023,4
R017683,8/28/2023,Dahlem,Steglitz-Zehlendorf,high,52.446,13.2697,2_room,2,66.4,3,8,post_war_1949_1990,F,seitenflügel,kernsaniert,FALSE,FALSE,FALSE,Hohenzollerndamm S,S Ringbahn,56,10.71,924,273,1197,13.92,FALSE,2,1293,2023,8
R017684,5/14/2022,Schmöckwitz,Treptow-Köpenick,medium,52.38703,13.64051,4_room,4,115.1,0,4,altbau_pre_1949,B,seitenflügel,renovierungsbedürftig,FALSE,TRUE,FALSE,Warschauer Straße S,Stadtbahn,239,22.89,1316,337,1653,11.43,TRUE,2,1785,2022,5
R017685,4/28/2025,Schöneberg,Tempelhof-Schöneberg,high,52.48632,13.37098,2_room,2,49.6,0,3,post_war_1949_1990,C,vorderhaus,saniert,FALSE,TRUE,FALSE,Lipschitzallee,U7,114,3.36,823,147,970,16.61,FALSE,3,1048,2025,4
R017686,6/26/2023,Treptow,Treptow-Köpenick,medium,52.49368,13.45432,2_room,2,66,3,5,modern_1990_2010,C,gartenhaus,modernisiert,TRUE,TRUE,FALSE,Kurfürstenstraße,U1,86,5.76,925,335,1261,14.02,TRUE,3,1361,2023,6
R017687,11/13/2021,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.5206,13.30515,4_room,4,135.8,0,3,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Osloer Straße,U8,83,4.93,1726,400,2126,12.71,TRUE,2,2296,2021,11
R017688,4/15/2021,Frohnau,Reinickendorf,medium,52.62775,13.29314,2_room,2,62.4,0,6,post_war_1949_1990,C,vorderhaus,modernisiert,TRUE,FALSE,TRUE,Märkisches Museum,U2,187,13.65,600,213,813,9.62,FALSE,2,878,2021,4
R017689,3/27/2021,Friedenau,Tempelhof-Schöneberg,high,52.46022,13.32936,4_room,4,145.3,2,5,altbau_pre_1949,F,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Pankstraße,U8,116,7.04,2145,531,2676,14.76,TRUE,3,2891,2021,3
R017690,3/24/2021,Heiligensee,Reinickendorf,medium,52.61487,13.22419,4_room,4,137.1,3,6,post_war_1949_1990,C,seitenflügel,saniert,TRUE,TRUE,FALSE,Weinmeisterstraße,U8,187,15.09,1059,472,1531,7.73,TRUE,3,1654,2021,3
R017691,1/3/2024,Alt-Treptow,Treptow-Köpenick,medium,52.49625,13.46281,1_room,1,30.5,3,5,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Weinmeisterstraße,U8,58,6.18,494,80,574,16.18,TRUE,3,620,2024,1
R017692,7/20/2024,Alt-Treptow,Treptow-Köpenick,medium,52.49636,13.42255,3_room,3,105.9,1,4,post_war_1949_1990,F,vorderhaus,renoviert,TRUE,TRUE,FALSE,Kottbusser Tor U8,U8,32,3.76,1458,272,1730,13.77,TRUE,3,1868,2024,7
R017693,1/4/2021,Borsigwalde,Reinickendorf,low,52.58375,13.31408,3_room,3,106.5,2,4,post_war_1949_1990,F,seitenflügel,modernisiert,TRUE,TRUE,FALSE,Wilmersdorfer Straße,U7,111,8.65,559,279,837,5.24,TRUE,3,904,2021,1
R017694,5/3/2020,Siemensstadt,Spandau,low,52.55004,13.23883,5_room_plus,5,193.6,3,8,altbau_pre_1949,G,gartenhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Kleistpark,U7,114,10.11,1188,576,1763,6.13,FALSE,2,1904,2020,5
R017695,3/27/2025,Adlershof,Treptow-Köpenick,medium,52.43588,13.54719,3_room,3,102.7,5,5,new_post_2010,A_plus,seitenflügel,modernisiert,TRUE,TRUE,FALSE,Parchimer Allee,U7,81,14.55,1956,360,2316,19.05,TRUE,2,2502,2025,3
R017696,6/19/2024,Wannsee,Steglitz-Zehlendorf,high,52.42276,13.16583,2_room,2,53.9,1,5,modern_1990_2010,B,vorderhaus,modernisiert,TRUE,TRUE,TRUE,Nikolassee,S1,33,17.72,1069,136,1204,19.84,FALSE,2,1301,2024,6
R017697,4/27/2026,Neukölln (Ort),Neukölln,medium,52.48607,13.43252,2_room,2,75.8,5,6,modern_1990_2010,D,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Schlesisches Tor,U1,29,5.01,1094,210,1304,14.44,TRUE,1,1409,2026,4
R017698,3/5/2025,Britz,Neukölln,low,52.44579,13.45758,1_room,1,35.5,2,5,modern_1990_2010,D,vorderhaus,saniert,TRUE,TRUE,FALSE,Parchimer Allee,U7,5,9.53,426,89,515,12.01,FALSE,3,557,2025,3
R017699,11/22/2020,Spandau (Ort),Spandau,low,52.53823,13.19193,1_room,1,27.1,3,5,post_war_1949_1990,D,vorderhaus,saniert,TRUE,FALSE,FALSE,Rathaus Spandau,U7,6,12.8,190,78,268,7,TRUE,1,289,2020,11
R017700,11/13/2020,Pankow (Ort),Pankow,medium,52.57449,13.41055,1_room,1,40.8,5,5,modern_1990_2010,G,hinterhaus,saniert,TRUE,FALSE,FALSE,Kleistpark,U7,116,6.84,322,154,476,7.88,FALSE,2,514,2020,11
R017701,7/8/2023,Grunewald,Charlottenburg-Wilmersdorf,high,52.48737,13.27393,4_room,4,130.2,7,8,altbau_pre_1949,D,vorderhaus,kernsaniert,FALSE,FALSE,TRUE,Mexikoplatz,S1,57,7.73,3157,514,3671,24.24,FALSE,2,3964,2023,7
R017702,7/14/2021,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50233,13.42022,2_room,2,63.9,5,6,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Berlin Hauptbahnhof,Stadtbahn,44,3.27,716,171,887,11.21,FALSE,2,958,2021,7
R017703,5/3/2025,Wannsee,Steglitz-Zehlendorf,high,52.42285,13.16621,4_room,4,77.2,2,3,altbau_pre_1949,G,hinterhaus,renoviert,FALSE,TRUE,FALSE,Wannsee,S1,1,17.7,1551,280,1831,20.09,FALSE,3,1978,2025,5
R017704,4/5/2020,Müggelheim,Treptow-Köpenick,low,52.41063,13.66539,4_room,4,93.1,5,6,altbau_pre_1949,G,gartenhaus,renovierungsbedürftig,FALSE,FALSE,TRUE,Uhlandstraße,U1,315,22.76,726,299,1025,7.8,FALSE,3,1107,2020,4
R017705,8/17/2023,Pankow (Ort),Pankow,medium,52.55736,13.38729,1_room,1,34.7,6,8,altbau_pre_1949,E,vorderhaus,saniert,FALSE,TRUE,TRUE,Greifswalder Straße,S Ringbahn,54,4.61,613,152,765,17.65,TRUE,2,826,2023,8
R017706,12/8/2024,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52112,13.29254,4_room,4,137.9,1,3,altbau_pre_1949,H,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Alexanderplatz,U2,100,5.79,1515,529,2044,10.98,FALSE,1,2208,2024,12
R017707,2/14/2021,Rummelsburg,Lichtenberg,medium,52.50041,13.4959,2_room,2,64.2,0,4,altbau_pre_1949,G,gartenhaus,kernsaniert,FALSE,TRUE,FALSE,Landsberger Allee,S Ringbahn,38,8.19,536,162,699,8.35,FALSE,3,754,2021,2
R017708,1/5/2023,Falkenhagener Feld,Spandau,low,52.55486,13.18751,2_room,2,57,2,5,post_war_1949_1990,G,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Rohrdamm,U7,50,13.56,344,196,540,6.04,TRUE,2,583,2023,1
R017709,3/3/2021,Friedrichshain,Friedrichshain-Kreuzberg,high,52.52011,13.44445,3_room,3,73.8,1,4,modern_1990_2010,D,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Südstern,U7,61,4.54,1558,259,1817,21.1,TRUE,2,1963,2021,3
R017710,2/17/2022,Treptow,Treptow-Köpenick,medium,52.49602,13.47,2_room,2,56.9,1,5,post_war_1949_1990,A,vorderhaus,renovierungsbedürftig,TRUE,FALSE,FALSE,Moritzplatz,U8,45,6.64,594,213,807,10.45,FALSE,3,871,2022,2
R017711,5/12/2022,Malchow,Lichtenberg,low,52.57612,13.4711,2_room,2,68.9,8,8,altbau_pre_1949,G,seitenflügel,kernsaniert,FALSE,FALSE,FALSE,Hallesches Tor,U1,127,9.17,435,186,621,6.31,FALSE,2,671,2022,5
R017712,4/8/2021,Kaulsdorf,Marzahn-Hellersdorf,low,52.52294,13.60405,1_room,1,46.8,3,3,post_war_1949_1990,B,gartenhaus,modernisiert,FALSE,FALSE,FALSE,Nollendorfplatz,U1,195,15.33,278,145,424,5.95,TRUE,3,458,2021,4
